id,ret
1,0.2984763170115601
2,0.2908957299425784
3,0.341979408328531
4,0.3145223567283665
5,0.3009599170257736
6,0.3675447792810478
7,0.3586563802366092
8,0.2939182328366129
9,0.28974899349564653
10,0.3116151547765899
11,0.28647100273338016
12,0.2868584702708533
13,0.29405762256005097
14,0.3248990854570276
15,0.31800513616742854
16,0.31443977580430416
17,0.31112905010506053
18,0.34108529295798923
19,0.3207243196284936
20,0.33056532150833073
21,0.28685253362093555
22,0.31254987341360124
23,0.33466637685839096
24,0.2854031553405979
25,0.324052663262621
26,0.30169780043907846
27,0.3194972888579136
28,0.2846764649993083
29,0.29102425363704615
30,0.309645330370659
31,0.353795141197347
32,0.27247163164427357
33,0.318380680366022
34,0.33056532150833073
35,0.2830891013677723
36,0.3073924476108799
37,0.2864917727036674
38,0.3020369197013666
39,0.34795337014864075
40,0.3053131014574835
41,0.3535612130226199
42,0.29880204329611826
43,0.32919597452007
44,0.29609959034939065
45,0.26812980083675203
46,0.30236262916740503
47,0.3482844102121194
48,0.2862509491315062
49,0.29685741232502383
50,0.3638968521979545
51,0.34624279258006907
52,0.28136042168504427
53,0.36492434318067923
54,0.24158787666702236
55,0.3116151547765899
56,0.2959224480269125
57,0.272677757560672
58,0.314210631602688
59,0.32516910652408654
60,0.30697623383924977
61,0.24805905435020628
62,0.34232766002971793
63,0.35317247025975423
64,0.3169914023741591
65,0.33120024827556727
66,0.31234807717076485
67,0.2817123276046496
68,0.31761913948153264
69,0.2738782428683847
70,0.3006172797984873
71,0.3418043660243463
72,0.3246935570248333
73,0.256083824030478
74,0.25770430079774953
75,0.3528121707764095
76,0.29763254382149784
77,0.28630631626871866
78,0.326195824878505
79,0.32785011548040444
80,0.300877573351791
81,0.3068530745528544
82,0.3249940499805423
83,0.29637918669844704
84,0.35231771598062067
85,0.30707377288457843
86,0.2967164893523554
87,0.2854387881352347
88,0.27917192962763093
89,0.28321955459249937
90,0.29701763569170864
91,0.274066475739089
92,0.29763254382149784
93,0.32732724013272907
94,0.3522959761433908
95,0.3006172797984873
96,0.30996546403429925
97,0.252591988164993
98,0.3114774871788695
99,0.37051920706468333
100,0.3447640939676515
101,0.2952710317851517
102,0.2923478506331678
103,0.27543624232128605
104,0.326844493785506
105,0.2794552207144172
106,0.29827331830188203
107,0.3230634687164601
108,0.27821366445181606
109,0.3239577191942728
110,0.3375193859506116
111,0.3006172797984873
112,0.28214116573654696
113,0.2794045054460296
114,0.2965268205374343
115,0.33540269332295297
116,0.3110154183868678
117,0.29976415156406977
118,0.3144671454816983
119,0.34710993877847224
120,0.28652510037117723
121,0.2603768463708091
122,0.3331882320908191
123,0.33123990296285516
124,0.33669484376298575
125,0.24289128358245107
126,0.30782691884426705
127,0.2907754646082767
128,0.29399094279303717
129,0.31646208956351707
130,0.27233780908904215
131,0.35122867493132154
132,0.2944192641671447
133,0.288492382022694
134,0.3110154183868678
135,0.3116981919990596
136,0.3213265682845211
137,0.3117006861343986
138,0.26289137070283713
139,0.3331882320908191
140,0.30437032557902166
141,0.3204144047782253
142,0.2740238986226329
143,0.28922688957385406
144,0.27796929336320675
145,0.31186863365604844
146,0.2601615512788363
147,0.3014703618154827
148,0.3301145009215138
149,0.3446525186122856
150,0.30937316535644044
151,0.3114007929079007
152,0.2953461857677816
153,0.31613152211964773
154,0.3209956713460176
155,0.3164146753494228
156,0.2530728110035444
157,0.2928795623320473
158,0.3096726053056427
159,0.28035341204713177
160,0.31354493937560013
161,0.2926151801467498
162,0.33577570351030817
163,0.300231006639255
164,0.3331882320908191
165,0.3280339622902983
166,0.2704673148154329
167,0.2897950917205107
168,0.2879444465903824
169,0.2955643429743949
170,0.2755766895631163
171,0.2985568086464163
172,0.3128053455088733
173,0.28222657608985563
174,0.31644490106657935
175,0.26577226554083144
176,0.29976842877826454
177,0.319177389318837
178,0.27247163164427357
179,0.29347781799623346
180,0.33548154673199515
181,0.381438602718581
182,0.3029600323111147
183,0.33131868928345887
184,0.34108529295798923
185,0.33076930834658946
186,0.3121358290643931
187,0.3017071619066045
188,0.3424765553762281
189,0.2919156727860971
190,0.31566696677795164
191,0.2755983729174747
192,0.30181185914004754
193,0.32021146565682984
194,0.3100401359597823
195,0.30661829747598895
196,0.29385512627409893
197,0.3039197731102903
198,0.32163732607666484
199,0.30252092132737984
200,0.3185245345124106
201,0.3287578126114143
202,0.29347781799623346
203,0.2909009348964399
204,0.28953334820939813
205,0.31732062044577103
206,0.2690858970187525
207,0.3184045477592662
208,0.3166426883646799
209,0.3204087975721823
210,0.3326400100942072
211,0.34348512869261766
212,0.32156668000184696
213,0.31925830811744765
214,0.3008584227978485
215,0.33865353347518046
216,0.34232766002971793
217,0.35097127637122133
218,0.2959224480269125
219,0.29361318415502796
220,0.34624279258006907
221,0.35871334531547633
222,0.3713969705686956
223,0.22237469115094236
224,0.3555164835352469
225,0.33666623296620024
226,0.34271731670198063
227,0.3128034980485326
228,0.2679913124813562
229,0.30058065901421954
230,0.2909466143747471
231,0.30845251747104446
232,0.319924401813082
233,0.33912776587664334
234,0.3317114082401489
235,0.27813051281622064
236,0.34704708062168876
237,0.27469015255428053
238,0.2569902222763461
239,0.3112705247915181
240,0.26952374620033437
241,0.341979408328531
242,0.30999149889733796
243,0.30159756536616983
244,0.2757435745549458
245,0.3194201464185633
246,0.3252251800114077
247,0.34054261116533296
248,0.3027871074518249
249,0.26718641708837954
250,0.28685253362093555
251,0.2929027847731933
252,0.3044569060528424
253,0.3172571560323194
254,0.27523437054316946
255,0.3366321125112132
256,0.341979408328531
257,0.27061923281353506
258,0.2804450217844412
259,0.30020079455681503
260,0.25402134104863866
261,0.319189826818145
262,0.2966717001330017
263,0.286179390791486
264,0.28396063044412667
265,0.3337189573664933
266,0.26567741296733804
267,0.34723772319497226
268,0.26369196120130534
269,0.2795048902717231
270,0.32405148276259077
271,0.2521466454473095
272,0.3077080959391505
273,0.31776794015198423
274,0.33775170894163564
275,0.3027871074518249
276,0.31107020536836116
277,0.33336689259068364
278,0.31321658445978234
279,0.2806053033877415
280,0.3451360642374261
281,0.26420139837087087
282,0.27892872123870127
283,0.2564429988812802
284,0.3343683772374499
285,0.3430130413626143
286,0.3462131016345564
287,0.2682699694296105
288,0.31254987341360124
289,0.313816586197304
290,0.30351443730283456
291,0.31310733540531
292,0.2948297881884477
293,0.3132608228737898
294,0.34549350238343113
295,0.29150173644534977
296,0.30905943783942935
297,0.2910854850573265
298,0.3110720138957984
299,0.2913204793766375
300,0.26493533591569485
301,0.3432091301055796
302,0.3020123921267687
303,0.32540715200644044
304,0.28684697460542546
305,0.30169780043907846
306,0.31254987341360124
307,0.3602067443108696
308,0.337552168714185
309,0.35404040240500523
310,0.31566696677795164
311,0.341979408328531
312,0.2871505753135693
313,0.3308069909760706
314,0.3061927184360971
315,0.36442545121918124
316,0.3279892799553966
317,0.33865353347518046
318,0.3400178951420163
319,0.3023995958667599
320,0.3077080959391505
321,0.3354934539421044
322,0.3212897824584684
323,0.31930998207077776
324,0.34795337014864075
325,0.30232110415549374
326,0.2995083601010372
327,0.27247163164427357
328,0.2885407347372792
329,0.33047875350039824
330,0.26989030784450596
331,0.2917069033966281
332,0.2549494025099762
333,0.31112905010506053
334,0.33457427379947446
335,0.34944139268424224
336,0.2909466143747471
337,0.31906935986440627
338,0.26493533591569485
339,0.3260752477913661
340,0.31444349020771944
341,0.29487602949218045
342,0.341979408328531
343,0.354085407370816
344,0.23233841773655825
345,0.3201486145741467
346,0.3317114082401489
347,0.3194972888579136
348,0.3019954591131287
349,0.319924401813082
350,0.2799039707424783
351,0.34168004636725596
352,0.34321681708236873
353,0.3316198015868149
354,0.27756698441908034
355,0.34291981803466254
356,0.324471024044977
357,0.28097378650152005
358,0.2708692874334619
359,0.33457752916860084
360,0.31566696677795164
361,0.33669940553638544
362,0.3121330030001387
363,0.365570470818591
364,0.23081563221035328
365,0.27412055578787153
366,0.3076390815658613
367,0.32021146565682984
368,0.2868584702708533
369,0.3073046791890517
370,0.28890371031864054
371,0.28241119229460765
372,0.28181967688022436
373,0.26418572361560577
374,0.29515303663094883
375,0.28638158414002624
376,0.2584303369354703
377,0.34232766002971793
378,0.2905126589960278
379,0.2806324452577931
380,0.2569902222763461
381,0.32292110041998145
382,0.3031281592081776
383,0.23898576321054
384,0.3023995958667599
385,0.34704708062168876
386,0.31566696677795164
387,0.3175585302419837
388,0.3285231230590012
389,0.2934428293231359
390,0.28716264051883883
391,0.31321767001539275
392,0.3252251800114077
393,0.28939497497356514
394,0.3143722016379393
395,0.29513913966923255
396,0.3026188175443122
397,0.30697623383924977
398,0.34704708062168876
399,0.36930002675904827
400,0.31978669539153737
401,0.26567741296733804
402,0.2525326844726526
403,0.29322348819934596
404,0.3027871074518249
405,0.3227257199754659
406,0.2945566302052359
407,0.28890371031864054
408,0.30169780043907846
409,0.26759138046686676
410,0.33558415624119553
411,0.319177389318837
412,0.33144389826182724
413,0.3312779725347759
414,0.29515303663094883
415,0.3179781548173043
416,0.3541011581881383
417,0.30200922980166045
418,0.29150173644534977
419,0.30845251747104446
420,0.3166426883646799
421,0.32103440578896053
422,0.31502679615794493
423,0.334016960998176
424,0.3076390815658613
425,0.29764764281693995
426,0.34624279258006907
427,0.26642655134605503
428,0.3354934539421044
429,0.2942467245452313
430,0.3027871074518249
431,0.29102577515539396
432,0.3029585463630933
433,0.309645330370659
434,0.2770741489430468
435,0.2975848646982913
436,0.27631424710821245
437,0.3260752477913661
438,0.3482844102121194
439,0.33087715894967606
440,0.25007067501149544
441,0.30236262916740503
442,0.3077080959391505
443,0.3009599170257736
444,0.3130399798804462
445,0.35772996121535305
446,0.34329756380647675
447,0.29102425363704615
448,0.3009599170257736
449,0.30260372576311145
450,0.29173804746802584
451,0.3185245345124106
452,0.3212242665660047
453,0.30913354921072145
454,0.2825507963467969
455,0.3361072122953719
456,0.27099742164267937
457,0.30120123475411575
458,0.30935837638519403
459,0.3116151547765899
460,0.3287578126114143
461,0.3008584227978485
462,0.29845005519069034
463,0.2611431084323626
464,0.30492897092742133
465,0.3076390815658613
466,0.2800866004292191
467,0.28346390601962124
468,0.2879256666078634
469,0.3304867179403588
470,0.25450592252584386
471,0.30378573280243
472,0.27057994373816596
473,0.33572247153572937
474,0.34190445748441556
475,0.3252251800114077
476,0.2769327483436974
477,0.3112158523051819
478,0.27419540990249375
479,0.27412055578787153
480,0.31566696677795164
481,0.33064357817613327
482,0.29485650072023417
483,0.28476255516843074
484,0.33087715894967606
485,0.31513691693207063
486,0.31502679615794493
487,0.36666408325876726
488,0.2694206698256339
489,0.34795337014864075
490,0.2945566302052359
491,0.34549350238343113
492,0.2959484805513867
493,0.30585802944916407
494,0.2760654880759108
495,0.29979068071970905
496,0.3165977958518618
497,0.3287578126114143
498,0.32910949395870626
499,0.25533101437510514
500,0.31059267925330936
501,0.273734937183711
502,0.3030298145333917
503,0.27881585653790175
504,0.35393464707923716
505,0.27631424710821245
506,0.26576593033446294
507,0.3055024076077087
508,0.28761922519147487
509,0.3027871074518249
510,0.2950195443892121
511,0.291490258693334
512,0.3269731318427851
513,0.3132608228737898
514,0.285990808841802
515,0.2888101718125151
516,0.31065747557535356
517,0.3252251800114077
518,0.3360015624392749
519,0.3482844102121194
520,0.3177902760609027
521,0.27262555565591756
522,0.3835429491763627
523,0.30236262916740503
524,0.30966858499928207
525,0.2746451281377467
526,0.28863195382545265
527,0.2584303369354703
528,0.3167562892748076
529,0.29058186394031404
530,0.28863195382545265
531,0.3083838782065485
532,0.3112705247915181
533,0.2919156727860971
534,0.31437150389584545
535,0.2702564092250721
536,0.28268003734213915
537,0.29939608975171006
538,0.2757441624805599
539,0.29102577515539396
540,0.3020123921267687
541,0.28890371031864054
542,0.2730347120298917
543,0.30913514767872186
544,0.2902921831897566
545,0.2908957299425784
546,0.3376601792833332
547,0.3112705247915181
548,0.3027871074518249
549,0.26338677302136126
550,0.3098401898778884
551,0.33447053718467223
552,0.31948787407584206
553,0.25696751155786546
554,0.34076002941101935
555,0.30616648072942254
556,0.3036084922710498
557,0.3159594672097584
558,0.34108529295798923
559,0.30236262916740503
560,0.2679913124813562
561,0.29655219492086204
562,0.30504634307317213
563,0.2870648380877816
564,0.3076390815658613
565,0.31346509739541506
566,0.3366321125112132
567,0.2685070179375662
568,0.33457752916860084
569,0.26369196120130534
570,0.27919172901373007
571,0.29385183706207985
572,0.34944139268424224
573,0.3604394548058043
574,0.31501208923117274
575,0.3082590799034793
576,0.3212897824584684
577,0.3362085630977398
578,0.2846162203358235
579,0.3320857633567351
580,0.29871257421324426
581,0.30790827721136804
582,0.28846519405912774
583,0.2726320843747665
584,0.33056532150833073
585,0.3426972329957666
586,0.2736629826026222
587,0.3337189573664933
588,0.2899593776837447
589,0.3112705247915181
590,0.2902921831897566
591,0.33047875350039824
